_id,poi_name,title,date,review_rating,text,date_of_visit,reviewer
"{'id': '626725253', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,Exceptional place!,"October 20, 2018",50,"Wide variety of teas, homemade cakes, chocolate soufflé, salads, warm and cosy atmosphere. Also the staff was very helpfull, informed and kind :)",October 2018,"{'name': 'Kourabies', 'handle': 'Kourabies', 'location': 'Thessaloniki Region, Greece', 'contributions': 3, 'cities_visited': 3, 'helpful_votes': 1, 'photo': 3, 'distribution': {'Excellent': 3, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '713564394', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,Freshly baked,"September 28, 2019",40,"Best quality, freshly baked delicacies, friendly atmosphere. Suggested all year round. Suggested to families with children too",September 2019,"{'name': 'Safari293941', 'handle': 'Safari293941', 'location': 'Sindos, Greece', 'contributions': 9, 'cities_visited': 3, 'helpful_votes': 2, 'distribution': {'Excellent': 6, 'Very Good': 3, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '775965495', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,Delicious brunch!,"October 29, 2020",50,It’s a little bit of a walk from the centre but well worth it. Service was attentive and friendly - the food was delicious!,October 2020,"{'name': 'Uzo83', 'handle': 'Uzo83', 'location': 'London, United Kingdom', 'contributions': 3, 'cities_visited': 2, 'helpful_votes': 2, 'distribution': {'Excellent': 2, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 1}}"
"{'id': '599785989', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,Macha Tea,"July 26, 2018",50,"Exceptional place, with perfect decoration, top quality service and advanced philosophy. Dont miss it!",July 2018,"{'name': 'Kostas P', 'handle': 'kostasp634', 'contributions': 6, 'cities_visited': 5, 'helpful_votes': 2, 'photo': 7, 'distribution': {'Excellent': 4, 'Very Good': 1, 'Average': 1, 'Poor': 0, 'Terrible': 0}}"
"{'id': '697529662', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,Great for breakfast,"August 10, 2019",50,"If you are looking for a place with great pastries, cakes, and coffee, you have to come here! Beautiful little shop right downtown.",August 2019,"{'name': 'MyIsla', 'handle': 'MyIsla', 'location': 'Thessaloniki, Greece', 'age': '35-49', 'sex': 'woman', 'contributions': 87, 'cities_visited': 114, 'helpful_votes': 56, 'photo': 114, 'distribution': {'Excellent': 52, 'Very Good': 18, 'Average': 11, 'Poor': 4, 'Terrible': 2}}"
"{'id': '775346788', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,Awful taste,"October 23, 2020",20,I ordered Crack the egg which is a savory dish served with maple syrup. It was a terrible combination. We also ordered sweet pancakes which came with a sour cream in the middle so that was a failed dish as well. We did not even eat half of it. I would not go again. And definitely not recommend.,October 2020,"{'name': 'AlZ', 'handle': '770alexandraz', 'location': 'Thessaloniki Region, Greece', 'contributions': 5, 'cities_visited': 3, 'distribution': {'Excellent': 2, 'Very Good': 0, 'Average': 0, 'Poor': 2, 'Terrible': 1}}"
"{'id': '594749164', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,Best tea shop in Thessaloniki.,"July 9, 2018",50,"Very good and wide variety of tea. Cosy environment, warm service, friendly people. The decoration adorable.",May 2018,"{'name': 'Thalia V', 'handle': 'thvalkouma', 'location': 'Thessaloniki, Greece', 'contributions': 20, 'cities_visited': 7, 'helpful_votes': 26, 'distribution': {'Excellent': 19, 'Very Good': 1, 'Average': 0, 'Poor': 0, 'Terrible': 1}}"
"{'id': '686064558', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,Must visit,"July 2, 2019",50,"Great choices for breakfast or lunch to take away mainly. Snacks, pies, sandwiches, salads all freshly made or baked.",June 2019,"{'name': 'Dekker51', 'handle': 'Dekker51', 'location': 'THESSALONIKI, GREECE', 'age': '25-34', 'sex': 'man', 'contributions': 88, 'cities_visited': 131, 'helpful_votes': 59, 'photo': 18, 'distribution': {'Excellent': 22, 'Very Good': 51, 'Average': 13, 'Poor': 2, 'Terrible': 0}}"
"{'id': '773364508', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,yummy yummy yummy!,"October 6, 2020",50,"One of the best brunch places i ve ever visited! Such delicious dishes ,great service!Excellent coffee! I will definately visit again !",October 2020,"{'name': 'Georgia G', 'handle': 'georgiag39', 'contributions': 9, 'cities_visited': 5, 'helpful_votes': 9, 'distribution': {'Excellent': 7, 'Very Good': 0, 'Average': 1, 'Poor': 0, 'Terrible': 1}}"
"{'id': '594515587', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,Best variety and quality i have ever seen!,"July 9, 2018",50,The place was great and in the center of Thessaloniki. There was a great variety of teas and hopefully someone to explain to you...For the kids they had fresh natural juices and nice sandwiches.,June 2018,"{'name': 'enterjim', 'handle': 'enterjim', 'location': 'Thessaloniki, Greece', 'age': '35-49', 'sex': 'man', 'contributions': 24, 'cities_visited': 52, 'helpful_votes': 5, 'photo': 5, 'distribution': {'Excellent': 22, 'Very Good': 1, 'Average': 0, 'Poor': 1, 'Terrible': 0}}"
"{'id': '681633407', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,The quality of the food along with the service is simply amazing!,"June 15, 2019",50,"When you enter initially, the employees welcome me and are very polite. When I bought the Greek food called Tyropitakia, It was so fresh and tasty, I didn't bought tyropitakia from anywhere else. Again, the quality and freshness of their food is not comparable with other places. The amount you pay is well worth it!! Also, I asked if they could add honey to my yogurt with oatmeal, which was not a option or on the menu, however they did with a smile!  Thank you Koukos!!",May 2019,"{'name': 'Kourosh Honaramiz', 'handle': 'KouroshHon', 'contributions': 2, 'cities_visited': 2}"
"{'id': '772785956', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,The best place in town,"October 2, 2020",50,"Fantastic food and the best service in town!!! MUST ORDER the snicker pancakes, they are divine!!! The environment is very friendly and colorful that makes your day!!!! The best place in town...",October 2020,"{'name': 'Konstantinos T', 'handle': 'konstantinostrf', 'contributions': 6, 'cities_visited': 5, 'helpful_votes': 1, 'distribution': {'Excellent': 5, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 1}}"
"{'id': '588754451', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,Perfect tea experience!,"June 19, 2018",50,"If you are a tea or coffee lover, this is the right place for you! With a big variety of tea flavors from all around the world and combined with something sweet or salty to eat.....Just perfect.....",June 2018,"{'name': 'lefki8', 'handle': 'lefki8', 'location': 'Thessaloniki, Greece', 'age': '25-34', 'sex': 'woman', 'contributions': 5, 'cities_visited': 28, 'helpful_votes': 2, 'distribution': {'Excellent': 5, 'Very Good': 1, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '675472632', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,Koukos,"May 21, 2019",50,"One of the best places for breakfast in the city, everything is homemade and delicious!! Worth a visit for sure!",May 2019,"{'name': 'Tsaouf', 'handle': 'Tsaouf', 'location': 'Thessaloniki, Greece', 'contributions': 2, 'cities_visited': 2, 'helpful_votes': 3}"
"{'id': '772274501', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,THE BEST IN SALONIC !!,"September 28, 2020",50,"Excellent location, impeccable service, 10 for food every time. Everything was perfect!! Very attentive waiters!",September 2020,"{'name': 'Irimovici D', 'handle': 'irimovicid', 'location': 'Thessaloniki, Greece', 'sex': 'man', 'contributions': 2, 'cities_visited': 2}"
"{'id': '578466678', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,Magical place for self-charge,"May 7, 2018",50,Beautiful small coffee and tea place where you can really just relax and drink your coffee and enjoy solitude. Try freddo espresso with orange and milk! Mmm.. if you are tea lover you can enjoy in any taste you can imagine. And you can also buy gorgeous tea pots. Stuff is really pleasant and always smiling. Big plus !!,May 2018,"{'name': 'Milica J', 'handle': '288milicaj', 'contributions': 4, 'cities_visited': 3, 'helpful_votes': 5, 'photo': 1, 'distribution': {'Excellent': 3, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 1}}"
"{'id': '673250420', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,"Lovely, fresh breads and pastries","May 11, 2019",50,"Whether choosing bread, croissants or pies for breakfast, you won’t be disappointed. Everything is wonderfully fresh. It’s popular which is a sign how good it is. Friendly and helpful staff. Good coffee too.",May 2019,"{'name': 'ch0206', 'handle': 'ch0206', 'location': 'London, United Kingdom', 'age': '50-64', 'sex': 'man', 'contributions': 68, 'cities_visited': 98, 'helpful_votes': 61, 'photo': 12, 'distribution': {'Excellent': 44, 'Very Good': 13, 'Average': 7, 'Poor': 3, 'Terrible': 1}}"
"{'id': '772213123', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,Long Sunday service,"September 28, 2020",20,"We came here because this place was in top 5 in all ratings. And I didn't understand, why. There were only 2 more visitors except of us. We waited for the dishes 40 (!) minutes. As for the food: very big and... not tasty for me. If you don't like sugary food, think about another place for breakfast. The only thing that prevented me from ""terrible"" mark were great fruit shakes. Really tasty and healthy",September 2020,"{'name': '216GeoS', 'handle': '216GeoS', 'location': 'Tel Aviv, Israel', 'sex': 'man', 'contributions': 24, 'cities_visited': 16, 'helpful_votes': 26, 'photo': 1, 'distribution': {'Excellent': 17, 'Very Good': 5, 'Average': 0, 'Poor': 1, 'Terrible': 1}}"
"{'id': '577887296', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,The biggest variety of tea,"May 4, 2018",50,"Very beautiful place to be with your friends or alone. Big variety of tea. Affordable prices. Near To the city centre, accessible with buses or foot.",May 2018,"{'name': 'Mantall', 'handle': 'Mantall', 'contributions': 3, 'cities_visited': 2, 'helpful_votes': 2, 'distribution': {'Excellent': 3, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '672110781', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,Delicious sweets pie and other local deserds.Good prices.The staff was Very kind.Everything is home made as we told.,"May 7, 2019",50,Delicious sweets pie and other local deserds.Good prices.The staff was Very kind.Everything is home made as we told.,May 2019,"{'name': 'Elena S', 'handle': 'elenasX30NA', 'location': 'Thessaloniki, Greece', 'contributions': 4, 'cities_visited': 2, 'helpful_votes': 1, 'distribution': {'Excellent': 4, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '772069288', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,Unbelievably long serving,"September 27, 2020",20,Unbelievably long serving for the place serving breakfasts - more than 40 minutes waiting order to be served,September 2020,"{'name': 'ovidiy n', 'handle': 'ovidiyn', 'contributions': 5, 'cities_visited': 6, 'distribution': {'Excellent': 4, 'Very Good': 0, 'Average': 0, 'Poor': 1, 'Terrible': 0}}"
"{'id': '568809700', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,Super cozy tea place in Thessaloniki,"March 26, 2018",50,Excellent quality and a huge variety of teas! The staff was very kind and helpful and they also gave you dried fruits along with small pieces of cake with your tea. Will definitely go back!,March 2018,"{'name': 'Danae M', 'handle': '313danaem', 'contributions': 10, 'cities_visited': 54, 'helpful_votes': 4, 'distribution': {'Excellent': 8, 'Very Good': 0, 'Average': 1, 'Poor': 0, 'Terrible': 1}}"
"{'id': '668666475', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,Worth a visit,"April 23, 2019",50,"After reading the reviews we decided to try it. Everything we tried was fresh and tasty, prices are fair and the staff are friendly. Recommended",April 2019,"{'name': 'shareefju', 'handle': 'shareefju', 'location': 'Iasi, Romania', 'age': '25-34', 'sex': 'man', 'contributions': 50, 'cities_visited': 43, 'helpful_votes': 33, 'photo': 9, 'distribution': {'Excellent': 42, 'Very Good': 1, 'Average': 3, 'Poor': 0, 'Terrible': 4}}"
"{'id': '770004642', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,Hip & delicious!,"September 12, 2020",50,"A hidden gem on a boring street. That's this place with amazing breakfast, pancakes, good coffees & smoothies! Even the pink toilet is a must see ;-). We had a delicious breakfast here. Would definitily come back the next time we are in town!More",August 2020,"{'name': 'Monique Schalkwijk', 'handle': 'MSchalkwijk', 'location': 'Nidri, Greece', 'contributions': 34, 'cities_visited': 73, 'helpful_votes': 9, 'photo': 16, 'distribution': {'Excellent': 33, 'Very Good': 1, 'Average': 4, 'Poor': 0, 'Terrible': 0}}"
"{'id': '558315196', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,Magical,"February 4, 2018",50,"I fell in love with this delicious smell the moment I entered the place. It’s cosy and warm here. I’m not a profound specialist, but still can tell that the tea was great. I’ve even bought some to take home. Staff is helpful and friendly.",February 2018,"{'name': 'Anna', 'handle': 'kellywU5291AP', 'contributions': 3, 'cities_visited': 3, 'helpful_votes': 2, 'distribution': {'Excellent': 2, 'Very Good': 1, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '667612737', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,Best pastries in Thessaloniki!,"April 19, 2019",50,"Pretty much everything is perfect there: sandwiches, koulouri, sweets. Big variety, top quality and great service! Honestly, an everyday addiction.",April 2019,"{'name': 'Faye V', 'handle': 'fayev2015', 'contributions': 15, 'cities_visited': 42, 'helpful_votes': 13, 'distribution': {'Excellent': 9, 'Very Good': 4, 'Average': 0, 'Poor': 1, 'Terrible': 1}}"
"{'id': '769785320', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,"The reviews are not wrong, this place is fantastic.","September 10, 2020",50,"Service was excellent, prices were very reasonable, portions were generous and food was amazing. It was an absolutely faultless visit here for our family of four, we had an eclectic mixture of plates from yogurt to pancakes to scrambled eggs. Everything tasted lovely and was very well presented. We'll definitely return when we next visit Thessaloniki.",September 2020,"{'name': 'Brim', 'handle': 'brim1863', 'location': 'Stoke-on-Trent, United Kingdom', 'contributions': 1, 'cities_visited': 1}"
"{'id': '553917841', 'poi_location_id': '3807291', 'geolocation': 'g189473'}",To Tsai Thessaloniki,A very cosy place for you!,"January 15, 2018",50,“To tsai “ is a very good tee and coffee drink place with a lot of different sandwiches and a very lovely atmosphere! The service is excellent and always with a smile on a face! A place to visit with your friend.,January 2018,"{'name': 'Konstantinos A', 'handle': 'Kathanas64', 'location': 'Bishkek, Kyrgyzstan', 'contributions': 25, 'cities_visited': 15, 'helpful_votes': 37, 'photo': 34, 'distribution': {'Excellent': 17, 'Very Good': 6, 'Average': 2, 'Poor': 0, 'Terrible': 0}}"
"{'id': '666852503', 'poi_location_id': '10798846', 'geolocation': 'g189473'}",Koukos,The most yummy pastries in town,"April 15, 2019",50,"Elegant place with delicious pastry, desserts, salads and more. Very friendly personnel and the place is very clean, neat and inviting. Highly recommended",April 2019,"{'name': 'Mina Morou', 'handle': 'MinaandNadine', 'contributions': 1, 'cities_visited': 1, 'helpful_votes': 1}"
"{'id': '769706073', 'poi_location_id': '15117133', 'geolocation': 'g189473'}",Judah Club,Too expensive for fast food,"September 10, 2020",30,3 sandwiches and pancakes for 30e is definitely toi expensive however food tastes good. Service is polite,September 2020,"{'name': 'Aleks N', 'handle': '925aleksn', 'location': 'Ibiza, Spain', 'sex': 'man', 'contributions': 6, 'cities_visited': 8, 'helpful_votes': 9, 'distribution': {'Excellent': 3, 'Very Good': 0, 'Average': 1, 'Poor': 1, 'Terrible': 1}}"
